Name,Type,Address,County,City,State,Zip_code,Latitude,Longitude
Waffle House,"meal_takeaway, restaurant, food, point_of_interest, establishment","484 Indian Trail Lilburn Rd NW, Lilburn, GA 30047, USA",Gwinnett County,Lilburn,GA,30047,33.8966581,-84.1399344
Waffle House,"meal_takeaway, restaurant, food, point_of_interest, establishment","3915 Lawrenceville Hwy, Lilburn, GA 30047, USA",Gwinnett County,Lilburn,GA,30047,33.9064282,-84.1118664
Waffle House,"meal_takeaway, restaurant, food, point_of_interest, establishment","2915 Lawrenceville-Suwanee Rd, Suwanee, GA 30024, USA",Gwinnett County,Suwanee,GA,30024,34.0276901,-84.0453428
Waffle House,"meal_takeaway, restaurant, food, point_of_interest, establishment","1205 Lakes Pkwy, Lawrenceville, GA 30043, USA",Gwinnett County,Lawrenceville,GA,30043,33.9639814,-84.0376209
Waffle House,"meal_takeaway, restaurant, food, point_of_interest, establishment","455 Bethesda School Rd, Lawrenceville, GA 30044, USA",Gwinnett County,Lawrenceville,GA,30044,33.9229622,-84.084448
Waffle House,"meal_takeaway, restaurant, food, point_of_interest, establishment","1255 Scenic Hwy S, Lawrenceville, GA 30045, USA",Gwinnett County,Lawrenceville,GA,30045,33.8999454,-84.0061454
Waffle House,"meal_takeaway, restaurant, food, point_of_interest, establishment","4135 Sugarloaf Pkwy, Lawrenceville, GA 30044, USA",Gwinnett County,Lawrenceville,GA,30044,33.9395294,-84.0343149
Waffle House,"meal_takeaway, restaurant, food, point_of_interest, establishment","1825 Pleasant Hill Rd, Duluth, GA 30096, USA",Gwinnett County,Duluth,GA,30096,33.9499207,-84.1289394
Waffle House,"meal_takeaway, restaurant, food, point_of_interest, establishment","219 Grayson Hwy, Lawrenceville, GA 30046, USA",Gwinnett County,Lawrenceville,GA,30046,33.9462022,-83.9858058
Waffle House,"meal_takeaway, restaurant, food, point_of_interest, establishment","1935 Braselton Hwy, Buford, GA 30519, USA",Gwinnett County,Buford,GA,30519,34.0357143,-83.9532912
Waffle House,"meal_takeaway, restaurant, food, point_of_interest, establishment","926 Pleasant Hill Rd, Lawrenceville, GA 30044, USA",Gwinnett County,Lawrenceville,GA,30044,33.9257478,-84.1139178
Waffle House,"meal_takeaway, restaurant, food, point_of_interest, establishment","3335 Steve Reynolds Blvd, Duluth, GA 30096, USA",Gwinnett County,Duluth,GA,30096,33.9536084,-84.14146749999999
Waffle House,"meal_takeaway, restaurant, food, point_of_interest, establishment","2320 Satellite Blvd, Duluth, GA 30096, USA",Gwinnett County,Duluth,GA,30096,33.976942,-84.092912
Waffle House,"meal_takeaway, restaurant, food, point_of_interest, establishment","932 Buford Dr, Lawrenceville, GA 30043, USA",Gwinnett County,Lawrenceville,GA,30043,33.9884677,-83.984693
Waffle House,"meal_takeaway, restaurant, food, point_of_interest, establishment","2250 Peachtree Industrial Blvd, Duluth, GA 30097, USA",Gwinnett County,Duluth,GA,30097,34.0206979,-84.1227541
Waffle House,"meal_takeaway, restaurant, food, point_of_interest, establishment","1100 Old Peachtree Rd NW, Duluth, GA 30097, USA",Gwinnett County,Duluth,GA,30097,34.0013913,-84.07652689999999
Waffle House,"meal_takeaway, restaurant, point_of_interest, food, establishment","772 Dacula Rd, Dacula, GA 30019, USA",Gwinnett County,Dacula,GA,30019,34.0052404,-83.9134052
Waffle House,"meal_takeaway, restaurant, point_of_interest, food, establishment","1960 Main St E SUITE B, Snellville, GA 30078, USA",Gwinnett County,Snellville,GA,30078,33.8556529,-83.9947408
Waffle House,"meal_takeaway, restaurant, point_of_interest, food, establishment","3871 US-78, Snellville, GA 30039, USA",Gwinnett County,Snellville,GA,30039,33.840214,-84.0651261
Waffle House,"meal_takeaway, restaurant, point_of_interest, food, establishment","4752 US-78, Loganville, GA 30052, USA",Walton County,Loganville,GA,30052,33.8337107,-83.8843488
Waffle House,"meal_takeaway, restaurant, food, point_of_interest, establishment","195 Eagles Landing Pkwy, Stockbridge, GA 30281, USA",Henry County,Stockbridge,GA,30281,33.5178179,-84.19261449999999
Waffle House,"meal_takeaway, restaurant, food, point_of_interest, establishment","1480 Jonesboro Rd, McDonough, GA 30253, USA",Henry County,McDonough,GA,30253,33.4623579,-84.2030724
Waffle House,"meal_takeaway, restaurant, food, point_of_interest, establishment","1000 GA-155 S, McDonough, GA 30253, USA",Henry County,McDonough,GA,30253,33.4090366,-84.16532749999999
Waffle House,"meal_takeaway, restaurant, food, point_of_interest, establishment","1727 Hudson Bridge Rd, Stockbridge, GA 30281, USA",Henry County,Stockbridge,GA,30281,33.5014533,-84.24255
Waffle House,"meal_takeaway, restaurant, food, point_of_interest, establishment","265 Jonesboro Rd, McDonough, GA 30253, USA",Henry County,McDonough,GA,30253,33.4525567,-84.1668868
Waffle House,"meal_takeaway, restaurant, food, point_of_interest, establishment","1305 GA-20, McDonough, GA 30253, USA",Henry County,McDonough,GA,30253,33.4228595,-84.18526709999999
Waffle House,"meal_takeaway, restaurant, food, point_of_interest, establishment","2045 GA-155 N, McDonough, GA 30252, USA",Henry County,McDonough,GA,30252,33.5060439,-84.1421326
Waffle House,"meal_takeaway, restaurant, food, point_of_interest, establishment","105 Country Club Dr, Stockbridge, GA 30281, USA",Henry County,Stockbridge,GA,30281,33.5060971,-84.2277046
Waffle House,"meal_takeaway, restaurant, point_of_interest, food, establishment","4065 Forsyth Rd, Macon, GA 31210, USA",Bibb County,Macon,GA,31210,32.8648384,-83.69161799999999
Waffle House,"meal_takeaway, restaurant, point_of_interest, food, establishment","840 Riverside Dr, Macon, GA 31201, USA",Bibb County,Macon,GA,31201,32.8424299,-83.629452
Waffle House,"meal_takeaway, restaurant, point_of_interest, food, establishment","5440 Bowman Rd, Macon, GA 31210, USA",Bibb County,Macon,GA,31210,32.9261105,-83.73366229999999
Waffle House,"meal_takeaway, restaurant, point_of_interest, food, establishment","1330 Gray Hwy, Macon, GA 31211, USA",Bibb County,Macon,GA,31211,32.8613566,-83.6145032
Waffle House,"meal_takeaway, restaurant, point_of_interest, food, establishment","4285 Pio Nono Ave, Macon, GA 31206, USA",Bibb County,Macon,GA,31206,32.7859851,-83.6677727
Waffle House,"meal_takeaway, restaurant, point_of_interest, food, establishment","4731 Chambers Rd, Macon, GA 31206, USA",Bibb County,Macon,GA,31206,32.8085859,-83.72329649999999
Waffle House,"meal_takeaway, restaurant, point_of_interest, food, establishment","5146 Mercer University Dr, Macon, GA 31210, USA",Bibb County,Macon,GA,31210,32.8321919,-83.7309791
Waffle House,"meal_takeaway, restaurant, point_of_interest, food, establishment","3907 Arkwright Rd, Macon, GA 31210, USA",Bibb County,Macon,GA,31210,32.906,-83.6866651
Waffle House,"meal_takeaway, restaurant, point_of_interest, food, establishment","2644 Riverside Dr, Macon, GA 31204, USA",Bibb County,Macon,GA,31204,32.8741295,-83.66379189999999
Waffle House,"meal_takeaway, restaurant, point_of_interest, food, establishment","4475 Ocmulgee E Blvd, Macon, GA 31217, USA",Bibb County,Macon,GA,31217,32.8054701,-83.5694816
Waffle House,"meal_takeaway, restaurant, point_of_interest, food, establishment","3417 Wrightsboro Rd, Augusta, GA 30909, USA",Richmond County,Augusta,GA,30909,33.4685313,-82.0771022
Waffle House,"meal_takeaway, restaurant, point_of_interest, food, establishment","2951 Washington Rd, Augusta, GA 30909, USA",Richmond County,Augusta,GA,30909,33.511982,-82.0400964
Waffle House,"meal_takeaway, restaurant, point_of_interest, food, establishment","3408 Mike Padgett Hwy HY, Augusta, GA 30906, USA",Richmond County,Augusta,GA,30906,33.3993569,-82.00515480000001
Waffle House,"meal_takeaway, restaurant, point_of_interest, food, establishment","3164 Deans Bridge Rd, Augusta, GA 30906, USA",Richmond County,Augusta,GA,30906,33.4218789,-82.0616328
Waffle House,"meal_takeaway, restaurant, point_of_interest, food, establishment","3042 Washington Rd, Augusta, GA 30907, USA",Richmond County,Augusta,GA,30907,33.51253570000001,-82.04918839999999
Waffle House,"meal_takeaway, restaurant, point_of_interest, food, establishment","1096 Claussen Rd, Augusta, GA 30907, USA",Richmond County,Augusta,GA,30907,33.5219436,-82.0333643
Waffle House,"meal_takeaway, restaurant, point_of_interest, food, establishment","246 Davis Rd, Augusta, GA 30907, USA",Richmond County,Augusta,GA,30907,33.5006875,-82.0819576
Waffle House,"meal_takeaway, restaurant, point_of_interest, food, establishment","1202 George C Wilson Dr, Augusta, GA 30909, USA",Richmond County,Augusta,GA,30909,33.4826316,-82.0876295
Waffle House,"meal_takeaway, restaurant, point_of_interest, food, establishment","1171 W Martintown Rd, North Augusta, SC 29841, USA",Aiken County,North Augusta,SC,29841,33.5364644,-81.98810019999999
Waffle House,"meal_takeaway, restaurant, point_of_interest, food, establishment","3134 Peach Orchard Rd, Augusta, GA 30906, USA",Richmond County,Augusta,GA,30906,33.4095636,-82.0266157
Waffle House,"meal_takeaway, restaurant, point_of_interest, food, establishment","321 Georgia Ave, North Augusta, SC 29841, USA",Aiken County,North Augusta,SC,29841,33.4918163,-81.9714944
Waffle House,"meal_takeaway, restaurant, point_of_interest, food, establishment","2057 Gordon Hwy, Augusta, GA 30909, USA",Richmond County,Augusta,GA,30909,33.4520018,-82.06314610000001
Waffle House,"meal_takeaway, restaurant, point_of_interest, food, establishment","1629 Gordon Hwy, Augusta, GA 30906, USA",Richmond County,Augusta,GA,30906,33.4395324,-82.0159323
Waffle House,"meal_takeaway, restaurant, point_of_interest, food, establishment","1627 Walton Way, Augusta, GA 30904, USA",Richmond County,Augusta,GA,30904,33.4758488,-81.99374010000001
Waffle House,"meal_takeaway, restaurant, point_of_interest, food, establishment","6751 Veterans Pkwy, Columbus, GA 31909, USA",Muscogee County,Columbus,GA,31909,32.5424025,-84.9546776
Waffle House,"meal_takeaway, restaurant, point_of_interest, food, establishment","1326 Veterans Pkwy, Columbus, GA 31901, USA",Muscogee County,Columbus,GA,31901,32.4716527,-84.98709690000001
Waffle House,"meal_takeaway, restaurant, point_of_interest, food, establishment","7380 Blackmon Rd, Columbus, GA 31909, USA",Muscogee County,Columbus,GA,31909,32.551169,-84.89577949999999
Waffle House,"meal_takeaway, restaurant, point_of_interest, food, establishment","5701 Milgen Rd, Columbus, GA 31907, USA",Muscogee County,Columbus,GA,31907,32.5226378,-84.88874059999999
Waffle House,"meal_takeaway, restaurant, point_of_interest, food, establishment","3898 US-80, Phenix City, AL 36867, USA",Russell County,Phenix City,AL,36867,32.4704445,-85.08987069999999
Waffle House,"meal_takeaway, restaurant, point_of_interest, food, establishment","3455 Macon Rd, Columbus, GA 31907, USA",Muscogee County,Columbus,GA,31907,32.4842642,-84.9384288
